d,V
7,47.81211404228236
16,17.841258500234684
25,5.619519320477281
43,1.1995247737373196
54,0.6103917573031579
71,0.27886334470770174
90,0.13826080436901
110,0.07372744222561753
130,0.04472107044924855
150,0.02933311865805699
170,0.020028300396259115
190,0.014351632055261236
210,0.010601895903408987
230,0.008170635025023758
250,0.006488209900048286
270,0.005286480045003573
290,0.004324536604332565
300,0.0038604253924325134
