Record Length,20480,,Source,CH1,CH2
Sample Interval,CH1:0.0000000400000 CH2:0.0000000400000,,Second,Volt,Volt
,,,-0.00038899999,-0.56000,0.04240
,,,-0.00038896000,-0.58000,0.04160
,,,-0.00038891999,-0.58000,0.04240
,,,-0.00038888000,-0.58000,0.04240
,,,-0.00038884001,-0.60000,0.04160
,,,-0.00038879999,-0.58000,0.04160
,,,-0.00038876000,-0.60000,0.04160
,,,-0.00038871999,-0.60000,0.04160
,,,-0.00038868000,-0.60000,0.04160
,,,-0.00038864001,-0.62000,0.04080
,,,-0.00038859999,-0.62000,0.04160
,,,-0.00038856000,-0.60000,0.04160
,,,-0.00038851998,-0.62000,0.04080
,,,-0.00038848000,-0.62000,0.04080
,,,-0.00038844001,-0.62000,0.04160
,,,-0.00038839999,-0.62000,0.04080
,,,-0.00038836000,-0.62000,0.04080
,,,-0.00038832001,-0.64000,0.04080
,,,-0.00038827999,-0.64000,0.04000
,,,-0.00038824001,-0.64000,0.04080
,,,-0.00038819999,-0.64000,0.04080
,,,-0.00038816000,-0.66000,0.04000
,,,-0.00038812001,-0.64000,0.04000
,,,-0.00038807999,-0.66000,0.04000
,,,-0.00038804000,-0.66000,0.04000
,,,-0.00038799999,-0.66000,0.04000
,,,-0.00038796000,-0.66000,0.04000
,,,-0.00038792001,-0.66000,0.03920
,,,-0.00038787999,-0.68000,0.04000
,,,-0.00038784000,-0.68000,0.03920
,,,-0.00038779998,-0.68000,0.04000
,,,-0.00038776000,-0.70000,0.04000
,,,-0.00038772001,-0.70000,0.03840
,,,-0.00038767999,-0.70000,0.03920
,,,-0.00038764000,-0.70000,0.03920
,,,-0.00038760001,-0.70000,0.03840
